gene_id,gene_name,gene_biotype,sample,log2_counts
ENSG00000170049,KCNAB3,protein_coding,EZH,0.5116357613844978
ENSG00000170085,SIMC1,protein_coding,CTRL,2.645891340480666
ENSG00000170085,SIMC1,protein_coding,EZH,2.7836822246763107
ENSG00000170088,TMEM192,protein_coding,CTRL,2.1024393442531233
ENSG00000170088,TMEM192,protein_coding,EZH,2.09409440600466
ENSG00000170089,AC106795.1,transcribed_unprocessed_pseudogene,CTRL,4.59728620761668
ENSG00000170089,AC106795.1,transcribed_unprocessed_pseudogene,EZH,4.614883260481389
ENSG00000170100,ZNF778,protein_coding,CTRL,0.6387021127635194
ENSG00000170100,ZNF778,protein_coding,EZH,0.5158927071060897
ENSG00000170113,NIPA1,protein_coding,CTRL,0.2538178059192024
ENSG00000170113,NIPA1,protein_coding,EZH,0.534952605686178
ENSG00000170122,FOXD4,protein_coding,CTRL,0.6689595303435594
ENSG00000170122,FOXD4,protein_coding,EZH,0.9210973830056552
ENSG00000170142,UBE2E1,protein_coding,CTRL,4.693253101280182
ENSG00000170142,UBE2E1,protein_coding,EZH,4.701433407768115
ENSG00000170144,HNRNPA3,protein_coding,CTRL,6.44850907218278
ENSG00000170144,HNRNPA3,protein_coding,EZH,5.950706796679631
ENSG00000170145,SIK2,protein_coding,CTRL,2.2031985992668326
ENSG00000170145,SIK2,protein_coding,EZH,1.9674948683598183
ENSG00000170161,AL512625.1,lincRNA,CTRL,0.805054019316294
ENSG00000170161,AL512625.1,lincRNA,EZH,0.6236041052983826
ENSG00000170175,CHRNB1,protein_coding,CTRL,0.7314908206129904
ENSG00000170175,CHRNB1,protein_coding,EZH,0.7752469361111612
ENSG00000170178,HOXD12,protein_coding,CTRL,0.20221545126832016
ENSG00000170178,HOXD12,protein_coding,EZH,0.20381175177835104
ENSG00000170185,USP38,protein_coding,CTRL,2.0576999222423855
ENSG00000170185,USP38,protein_coding,EZH,1.6816435303317194
ENSG00000170191,NANP,protein_coding,CTRL,2.5125563154161377
ENSG00000170191,NANP,protein_coding,EZH,3.0185718098184284
ENSG00000170222,ADPRM,protein_coding,CTRL,1.6936056980320175
ENSG00000170222,ADPRM,protein_coding,EZH,1.6988380921683734
ENSG00000170234,PWWP2A,protein_coding,CTRL,2.193600296023579
ENSG00000170234,PWWP2A,protein_coding,EZH,2.080465712415832
ENSG00000170236,USP50,protein_coding,CTRL,0.03780403219051478
ENSG00000170236,USP50,protein_coding,EZH,0.0685766119543218
ENSG00000170242,USP47,protein_coding,CTRL,2.515800683440669
ENSG00000170242,USP47,protein_coding,EZH,2.3244142831124983
ENSG00000170248,PDCD6IP,protein_coding,CTRL,4.014050390821582
ENSG00000170248,PDCD6IP,protein_coding,EZH,4.016668557304187
ENSG00000170260,ZNF212,protein_coding,CTRL,3.297337279288648
ENSG00000170260,ZNF212,protein_coding,EZH,3.5749953570477175
ENSG00000170264,FAM161A,protein_coding,CTRL,1.752241573732945
ENSG00000170264,FAM161A,protein_coding,EZH,1.5253708021624102
ENSG00000170265,ZNF282,protein_coding,CTRL,4.487899535958833
ENSG00000170265,ZNF282,protein_coding,EZH,4.544964500542305
ENSG00000170266,GLB1,protein_coding,CTRL,3.7243068356286217
ENSG00000170266,GLB1,protein_coding,EZH,3.786369556366078
ENSG00000170270,GON7,protein_coding,CTRL,4.014962850081015
ENSG00000170270,GON7,protein_coding,EZH,4.186959734120468
ENSG00000170271,FAXDC2,protein_coding,CTRL,0.01050512679434693
ENSG00000170271,FAXDC2,protein_coding,EZH,0.00771223403558005
ENSG00000170275,CRTAP,protein_coding,CTRL,3.9907872372804554
ENSG00000170275,CRTAP,protein_coding,EZH,3.805758204682934
ENSG00000170290,SLN,protein_coding,CTRL,0.11613344308194208
ENSG00000170290,SLN,protein_coding,EZH,0.1407362918593342
ENSG00000170291,ELP5,protein_coding,CTRL,4.376649753512288
ENSG00000170291,ELP5,protein_coding,EZH,4.590253326932978
ENSG00000170293,CMTM8,protein_coding,CTRL,1.820302170499167
ENSG00000170293,CMTM8,protein_coding,EZH,1.7089889888424146
ENSG00000170296,GABARAP,protein_coding,CTRL,0.8201291484875726
ENSG00000170296,GABARAP,protein_coding,EZH,0.855130019575906
ENSG00000170298,LGALS9B,protein_coding,CTRL,0.1676907061285421
ENSG00000170298,LGALS9B,protein_coding,EZH,0.09699020615731796
ENSG00000170310,STX8,protein_coding,CTRL,1.7976760499131097
ENSG00000170310,STX8,protein_coding,EZH,1.720144274831409
ENSG00000170312,CDK1,protein_coding,CTRL,4.998347536456502
ENSG00000170312,CDK1,protein_coding,EZH,4.803604378277752
ENSG00000170322,NFRKB,protein_coding,CTRL,3.4877586879886313
ENSG00000170322,NFRKB,protein_coding,EZH,3.272573505084088
ENSG00000170325,PRDM10,protein_coding,CTRL,2.440451001040172
ENSG00000170325,PRDM10,protein_coding,EZH,2.2071409519713976
ENSG00000170340,B3GNT2,protein_coding,CTRL,3.733261440393776
ENSG00000170340,B3GNT2,protein_coding,EZH,3.0106505181769108
ENSG00000170345,FOS,protein_coding,CTRL,1.8504964884649664
ENSG00000170345,FOS,protein_coding,EZH,2.2872551567873027
ENSG00000170348,TMED10,protein_coding,CTRL,4.87602691823782
ENSG00000170348,TMED10,protein_coding,EZH,3.989541191709566
ENSG00000170364,SETMAR,protein_coding,CTRL,1.99048430673382
ENSG00000170364,SETMAR,protein_coding,EZH,2.125185816520949
ENSG00000170365,SMAD1,protein_coding,CTRL,1.6885054199379612
ENSG00000170365,SMAD1,protein_coding,EZH,1.7147011910010006
ENSG00000170379,TCAF2,protein_coding,CTRL,0.03379294381096356
ENSG00000170379,TCAF2,protein_coding,EZH,0.02896412064568795
ENSG00000170385,SLC30A1,protein_coding,CTRL,1.1393656356887525
ENSG00000170385,SLC30A1,protein_coding,EZH,2.3448766088673523
ENSG00000170390,DCLK2,protein_coding,CTRL,0.5782243108320784
ENSG00000170390,DCLK2,protein_coding,EZH,0.2902347560297513
ENSG00000170396,ZNF804A,protein_coding,CTRL,2.2993035335346814
ENSG00000170396,ZNF804A,protein_coding,EZH,2.2870635519189757
ENSG00000170412,GPRC5C,protein_coding,CTRL,0.05812530351095307
ENSG00000170412,GPRC5C,protein_coding,EZH,0.12186259336684524
ENSG00000170417,TMEM182,protein_coding,CTRL,0.739779667816476
ENSG00000170417,TMEM182,protein_coding,EZH,0.7063952921956138
ENSG00000170421,KRT8,protein_coding,CTRL,0.24808708005578123
ENSG00000170421,KRT8,protein_coding,EZH,0.40173964780415966
ENSG00000170425,ADORA2B,protein_coding,CTRL,0.08344155259088656
ENSG00000170425,ADORA2B,protein_coding,EZH,0.06166595863656205
ENSG00000170442,KRT86,protein_coding,CTRL,0.05976818944979548
ENSG00000170442,KRT86,protein_coding,EZH,0.01114593614970171
ENSG00000170445,HARS,protein_coding,CTRL,3.77661334814748
ENSG00000170445,HARS,protein_coding,EZH,3.773196099319768
ENSG00000170448,NFXL1,protein_coding,CTRL,2.793217479223452
ENSG00000170448,NFXL1,protein_coding,EZH,2.7848334937268753
ENSG00000170456,DENND5B,protein_coding,CTRL,1.2132887346511572
ENSG00000170456,DENND5B,protein_coding,EZH,1.0611548728605775
ENSG00000170458,CD14,protein_coding,CTRL,0.02199325919334925
ENSG00000170458,CD14,protein_coding,EZH,0.01616319178473655
ENSG00000170464,DNAJC18,protein_coding,CTRL,0.7533283383971797
ENSG00000170464,DNAJC18,protein_coding,EZH,0.6149163580087988
ENSG00000170469,SPATA24,protein_coding,CTRL,0.6291752780624311
ENSG00000170469,SPATA24,protein_coding,EZH,0.9099718457645498
ENSG00000170471,RALGAPB,protein_coding,CTRL,2.9628020442667498
ENSG00000170471,RALGAPB,protein_coding,EZH,2.87114216051369
ENSG00000170473,PYM1,protein_coding,CTRL,3.749246921874211
ENSG00000170473,PYM1,protein_coding,EZH,3.9606711877425544
ENSG00000170476,MZB1,protein_coding,CTRL,0.10830690152375604
ENSG00000170476,MZB1,protein_coding,EZH,0.15621514719699087
ENSG00000170500,LONRF2,protein_coding,CTRL,0.0938670998553046
ENSG00000170500,LONRF2,protein_coding,EZH,0.1939873463736901
ENSG00000170502,NUDT9,protein_coding,CTRL,2.2949877449638363
ENSG00000170502,NUDT9,protein_coding,EZH,2.3150387304734856
ENSG00000170509,HSD17B13,protein_coding,CTRL,0.15982569393804158
ENSG00000170509,HSD17B13,protein_coding,EZH,0.08744831514302137
ENSG00000170515,PA2G4,protein_coding,CTRL,6.823379690139197
ENSG00000170515,PA2G4,protein_coding,EZH,6.863415473793978
ENSG00000170522,ELOVL6,protein_coding,CTRL,3.9358314981884233
ENSG00000170522,ELOVL6,protein_coding,EZH,3.917597325865842
ENSG00000170525,PFKFB3,protein_coding,CTRL,2.8225737773997106
ENSG00000170525,PFKFB3,protein_coding,EZH,3.1111391535994533
ENSG00000170540,ARL6IP1,protein_coding,CTRL,4.946098606605517
ENSG00000170540,ARL6IP1,protein_coding,EZH,4.7703212968969035
ENSG00000170549,IRX1,protein_coding,CTRL,0.10168439721190084
ENSG00000170549,IRX1,protein_coding,EZH,0.1468091013714687
ENSG00000170561,IRX2,protein_coding,CTRL,0.03188042426752445
ENSG00000170561,IRX2,protein_coding,EZH,0.06170739830571963
ENSG00000170571,EMB,protein_coding,CTRL,3.076426548458178
ENSG00000170571,EMB,protein_coding,EZH,3.2672433183166314
ENSG00000170579,DLGAP1,protein_coding,CTRL,0.01204514549213691
ENSG00000170579,DLGAP1,protein_coding,EZH,0.03721853824905185
ENSG00000170581,STAT2,protein_coding,CTRL,2.9845893020394207
ENSG00000170581,STAT2,protein_coding,EZH,2.3718257723786196
ENSG00000170584,NUDCD2,protein_coding,CTRL,2.018634572138022
ENSG00000170584,NUDCD2,protein_coding,EZH,1.9030651580826656
ENSG00000170604,IRF2BP1,protein_coding,CTRL,3.9584651840735594
ENSG00000170604,IRF2BP1,protein_coding,EZH,4.338180654108963
ENSG00000170606,HSPA4,protein_coding,CTRL,4.3985320213988235
ENSG00000170606,HSPA4,protein_coding,EZH,4.4860282017076445
ENSG00000170619,COMMD5,protein_coding,CTRL,2.9722195430709712
ENSG00000170619,COMMD5,protein_coding,EZH,2.8234875743407803
ENSG00000170627,GTSF1,protein_coding,CTRL,5.554195254528103
ENSG00000170627,GTSF1,protein_coding,EZH,5.214661827382723
ENSG00000170629,DPY19L2P2,transcribed_unprocessed_pseudogene,CTRL,2.3687154654040885
ENSG00000170629,DPY19L2P2,transcribed_unprocessed_pseudogene,EZH,2.780926840897626
ENSG00000170631,ZNF16,protein_coding,CTRL,1.7768006837788086
ENSG00000170631,ZNF16,protein_coding,EZH,1.3601148646557697
ENSG00000170632,ARMC10,protein_coding,CTRL,3.1477994910823552
ENSG00000170632,ARMC10,protein_coding,EZH,3.0376912666266698
ENSG00000170633,RNF34,protein_coding,CTRL,3.333746656012552
ENSG00000170633,RNF34,protein_coding,EZH,3.281385761381113
ENSG00000170634,ACYP2,protein_coding,CTRL,0.947230446873396
ENSG00000170634,ACYP2,protein_coding,EZH,1.3001118444732327
ENSG00000170638,TRABD,protein_coding,CTRL,5.351628084796737
ENSG00000170638,TRABD,protein_coding,EZH,5.644876410502823
ENSG00000170653,ATF7,protein_coding,CTRL,2.181095586169026
ENSG00000170653,ATF7,protein_coding,EZH,2.2188727422344137
ENSG00000170667,RASA4B,protein_coding,CTRL,0.7348901709420264
ENSG00000170667,RASA4B,protein_coding,EZH,0.984208052369766
ENSG00000170677,SOCS6,protein_coding,CTRL,1.4961801852660466
ENSG00000170677,SOCS6,protein_coding,EZH,1.8253291796927056
ENSG00000170681,CAVIN4,protein_coding,CTRL,0.05481173024087148
ENSG00000170681,CAVIN4,protein_coding,EZH,0.34461174820793333
ENSG00000170684,ZNF296,protein_coding,CTRL,2.2158495597177823
ENSG00000170684,ZNF296,protein_coding,EZH,2.5555215440136765
ENSG00000170689,HOXB9,protein_coding,CTRL,0.4250625629477728
ENSG00000170689,HOXB9,protein_coding,EZH,1.818569553521783
ENSG00000170734,POLH,protein_coding,CTRL,3.147184888286278
ENSG00000170734,POLH,protein_coding,EZH,2.9870630506533886
ENSG00000170759,KIF5B,protein_coding,CTRL,4.035084612650451
ENSG00000170759,KIF5B,protein_coding,EZH,3.925016305059075
ENSG00000170776,AKAP13,protein_coding,CTRL,1.0796226732366707
ENSG00000170776,AKAP13,protein_coding,EZH,1.3333063560123728
ENSG00000170779,CDCA4,protein_coding,CTRL,4.948552138974272
ENSG00000170779,CDCA4,protein_coding,EZH,4.977593284478922
ENSG00000170791,CHCHD7,protein_coding,CTRL,2.609064828256451
ENSG00000170791,CHCHD7,protein_coding,EZH,3.11591697075346
ENSG00000170802,FOXN2,protein_coding,CTRL,2.622516364378155
ENSG00000170802,FOXN2,protein_coding,EZH,2.0706112192382986
ENSG00000170827,CELP,transcribed_unprocessed_pseudogene,CTRL,0.07911018694862756
ENSG00000170827,CELP,transcribed_unprocessed_pseudogene,EZH,0.051265031148452427
ENSG00000170832,USP32,protein_coding,CTRL,2.9232323306455426
ENSG00000170832,USP32,protein_coding,EZH,2.6704276261028297
ENSG00000170835,CEL,protein_coding,CTRL,0.7017854948835702
ENSG00000170835,CEL,protein_coding,EZH,0.9578221312672476
ENSG00000170836,PPM1D,protein_coding,CTRL,2.4989029113715495
ENSG00000170836,PPM1D,protein_coding,EZH,2.558780387032074
ENSG00000170837,GPR27,protein_coding,CTRL,2.2989387582865533
ENSG00000170837,GPR27,protein_coding,EZH,2.92768753746589
ENSG00000170846,AC093323.1,protein_coding,CTRL,2.7661889775800557
ENSG00000170846,AC093323.1,protein_coding,EZH,2.81369628412346
ENSG00000170852,KBTBD2,protein_coding,CTRL,3.3515633445600623
ENSG00000170852,KBTBD2,protein_coding,EZH,3.277663578626955
ENSG00000170854,RIOX2,protein_coding,CTRL,2.375001314129491
ENSG00000170854,RIOX2,protein_coding,EZH,2.733593287321101
ENSG00000170855,TRIAP1,protein_coding,CTRL,4.652447236373611
ENSG00000170855,TRIAP1,protein_coding,EZH,4.722997897300388
ENSG00000170860,LSM3,protein_coding,CTRL,3.7870899379629974
ENSG00000170860,LSM3,protein_coding,EZH,3.6203950992670015
ENSG00000170871,KIAA0232,protein_coding,CTRL,2.2668367256875217
ENSG00000170871,KIAA0232,protein_coding,EZH,1.8548660278194855
ENSG00000170876,TMEM43,protein_coding,CTRL,4.613527430143422
ENSG00000170876,TMEM43,protein_coding,EZH,4.604265444390569
ENSG00000170881,RNF139,protein_coding,CTRL,3.0141710741960206
ENSG00000170881,RNF139,protein_coding,EZH,3.054839687089111
ENSG00000170889,RPS9,protein_coding,CTRL,7.978639955493145
ENSG00000170889,RPS9,protein_coding,EZH,7.971348570905029
ENSG00000170892,TSEN34,protein_coding,CTRL,2.824217806776142
ENSG00000170892,TSEN34,protein_coding,EZH,3.1071209960538178
ENSG00000170899,GSTA4,protein_coding,CTRL,0.0343545393333077
ENSG00000170899,GSTA4,protein_coding,EZH,0.1795865414290819
ENSG00000170903,MSANTD4,protein_coding,CTRL,2.9206221162898895
ENSG00000170903,MSANTD4,protein_coding,EZH,2.4727244709463725
ENSG00000170906,NDUFA3,protein_coding,CTRL,4.214305091318628
ENSG00000170906,NDUFA3,protein_coding,EZH,4.194900324730947
ENSG00000170909,OSCAR,protein_coding,CTRL,1.905100023411339
ENSG00000170909,OSCAR,protein_coding,EZH,1.8557329134768357
ENSG00000170915,PAQR8,protein_coding,CTRL,1.580843510774597
ENSG00000170915,PAQR8,protein_coding,EZH,2.0645526957105145
ENSG00000170917,NUDT6,protein_coding,CTRL,0.9510983649475768
ENSG00000170917,NUDT6,protein_coding,EZH,1.1114466497740267
ENSG00000170919,TPT1-AS1,processed_transcript,CTRL,0.4282364228215102
ENSG00000170919,TPT1-AS1,processed_transcript,EZH,0.745451716641147
ENSG00000170921,TANC2,protein_coding,CTRL,1.04849807931243
ENSG00000170921,TANC2,protein_coding,EZH,0.7439628834328958
ENSG00000170946,DNAJC24,protein_coding,CTRL,1.2318654675843304
ENSG00000170946,DNAJC24,protein_coding,EZH,1.2008205150412663
ENSG00000170949,ZNF160,protein_coding,CTRL,0.00428485012870971
ENSG00000170949,ZNF160,protein_coding,EZH,0.00314387688397044
ENSG00000170965,PLAC1,protein_coding,CTRL,0.09285666861551752
ENSG00000170965,PLAC1,protein_coding,EZH,0.23331089969486885
ENSG00000171016,PYGO1,protein_coding,CTRL,1.2082603592654442
ENSG00000171016,PYGO1,protein_coding,EZH,1.0816114795352063
ENSG00000171045,TSNARE1,protein_coding,CTRL,2.9881636923293047
ENSG00000171045,TSNARE1,protein_coding,EZH,3.244630208095164
ENSG00000171055,FEZ2,protein_coding,CTRL,1.3580898220275612
ENSG00000171055,FEZ2,protein_coding,EZH,1.378256637523085
ENSG00000171056,SOX7,protein_coding,CTRL,0.15086980744750705
ENSG00000171056,SOX7,protein_coding,EZH,0.2018271884678217
ENSG00000171067,C11orf24,protein_coding,CTRL,3.048848940936826
ENSG00000171067,C11orf24,protein_coding,EZH,2.9931296367391904
ENSG00000171084,FAM86JP,transcribed_unprocessed_pseudogene,CTRL,1.2490365279256
ENSG00000171084,FAM86JP,transcribed_unprocessed_pseudogene,EZH,1.3658933542526337
ENSG00000171097,KYAT1,protein_coding,CTRL,0.18163525169298175
ENSG00000171097,KYAT1,protein_coding,EZH,0.30224330370649494
ENSG00000171100,MTM1,protein_coding,CTRL,3.043153793785782
ENSG00000171100,MTM1,protein_coding,EZH,3.0935539559990777
ENSG00000171101,SIGLEC17P,transcribed_unprocessed_pseudogene,CTRL,1.6367412247761002
ENSG00000171101,SIGLEC17P,transcribed_unprocessed_pseudogene,EZH,0.9289775988596052
ENSG00000171103,TRMT61B,protein_coding,CTRL,3.129555076362831
ENSG00000171103,TRMT61B,protein_coding,EZH,2.986718989535353
ENSG00000171105,INSR,protein_coding,CTRL,2.2189574741910434
ENSG00000171105,INSR,protein_coding,EZH,2.2128626067928763
ENSG00000171109,MFN1,protein_coding,CTRL,1.755367941344871
ENSG00000171109,MFN1,protein_coding,EZH,1.815732401865674
ENSG00000171116,HSFX1,protein_coding,CTRL,0.03673918210778301
ENSG00000171116,HSFX1,protein_coding,EZH,0.02703667763913999
ENSG00000171119,NRTN,protein_coding,CTRL,0.8653519981788758
ENSG00000171119,NRTN,protein_coding,EZH,0.9290944423709436
ENSG00000171130,ATP6V0E2,protein_coding,CTRL,2.024110794851584
ENSG00000171130,ATP6V0E2,protein_coding,EZH,0.667719324422366
ENSG00000171132,PRKCE,protein_coding,CTRL,0.23895369254661397
ENSG00000171132,PRKCE,protein_coding,EZH,0.4268007471996256
ENSG00000171135,JAGN1,protein_coding,CTRL,4.429867261547551
ENSG00000171135,JAGN1,protein_coding,EZH,4.3919996466751465
ENSG00000171148,TADA3,protein_coding,CTRL,3.8473142119890142
ENSG00000171148,TADA3,protein_coding,EZH,3.578404439434826
ENSG00000171150,SOCS5,protein_coding,CTRL,1.202427021311281
ENSG00000171150,SOCS5,protein_coding,EZH,1.1853378594701205
ENSG00000171155,C1GALT1C1,protein_coding,CTRL,2.713425726739878
ENSG00000171155,C1GALT1C1,protein_coding,EZH,2.3870884712310443
ENSG00000171159,C9orf16,protein_coding,CTRL,4.514396905181475
ENSG00000171159,C9orf16,protein_coding,EZH,4.732669442571008
ENSG00000171160,MORN4,protein_coding,CTRL,1.773439328696558
ENSG00000171160,MORN4,protein_coding,EZH,1.413084588376866
ENSG00000171161,ZNF672,protein_coding,CTRL,3.417331578349043
ENSG00000171161,ZNF672,protein_coding,EZH,3.535595067970335
ENSG00000171163,ZNF692,protein_coding,CTRL,4.303769614568229
ENSG00000171163,ZNF692,protein_coding,EZH,4.673639552257368
ENSG00000171169,NAIF1,protein_coding,CTRL,2.266430912596355
ENSG00000171169,NAIF1,protein_coding,EZH,2.136003041822552
ENSG00000171174,RBKS,protein_coding,CTRL,0.4786324801052218
ENSG00000171174,RBKS,protein_coding,EZH,0.4047719168543123
ENSG00000171202,TMEM126A,protein_coding,CTRL,4.161435591577484
ENSG00000171202,TMEM126A,protein_coding,EZH,3.711936687716085
ENSG00000171204,TMEM126B,protein_coding,CTRL,3.541753805557241
ENSG00000171204,TMEM126B,protein_coding,EZH,3.2255330283836536
ENSG00000171206,TRIM8,protein_coding,CTRL,2.382131064332241
ENSG00000171206,TRIM8,protein_coding,EZH,2.329389853039765
ENSG00000171208,NETO2,protein_coding,CTRL,2.891302579153442
ENSG00000171208,NETO2,protein_coding,EZH,3.11835622710864
ENSG00000171219,CDC42BPG,protein_coding,CTRL,0.4846531768655174
ENSG00000171219,CDC42BPG,protein_coding,EZH,0.19891153298073175
ENSG00000171222,SCAND1,protein_coding,CTRL,3.7418691806525617
ENSG00000171222,SCAND1,protein_coding,EZH,3.759084110552815
ENSG00000171223,JUNB,protein_coding,CTRL,6.3049324487189216
ENSG00000171223,JUNB,protein_coding,EZH,6.710704404682002
ENSG00000171236,LRG1,protein_coding,CTRL,0.02678356644600956
ENSG00000171236,LRG1,protein_coding,EZH,0.06777827582386252
ENSG00000171241,SHCBP1,protein_coding,CTRL,3.184719181340498
ENSG00000171241,SHCBP1,protein_coding,EZH,2.7896085371120964
ENSG00000171262,FAM98B,protein_coding,CTRL,2.999085562831796
ENSG00000171262,FAM98B,protein_coding,EZH,2.9360972327949053
ENSG00000171295,ZNF440,protein_coding,CTRL,0.02813721242796272
ENSG00000171295,ZNF440,protein_coding,EZH,0.02069012980615018
ENSG00000171298,GAA,protein_coding,CTRL,1.2408886634588647
ENSG00000171298,GAA,protein_coding,EZH,1.7867312873433705
ENSG00000171302,CANT1,protein_coding,CTRL,3.7035457939823577
ENSG00000171302,CANT1,protein_coding,EZH,3.7881391566347857
ENSG00000171307,ZDHHC16,protein_coding,CTRL,3.9760103390380825
ENSG00000171307,ZDHHC16,protein_coding,EZH,3.990524029572752
ENSG00000171310,CHST11,protein_coding,CTRL,3.8913515858406287
ENSG00000171310,CHST11,protein_coding,EZH,3.88133084814023
ENSG00000171311,EXOSC1,protein_coding,CTRL,4.095712594827165
ENSG00000171311,EXOSC1,protein_coding,EZH,3.5771150508481555
ENSG00000171314,PGAM1,protein_coding,CTRL,5.088725558303276
ENSG00000171314,PGAM1,protein_coding,EZH,5.0585051192599195
ENSG00000171316,CHD7,protein_coding,CTRL,2.609229106014979
ENSG00000171316,CHD7,protein_coding,EZH,2.4885996198442895
ENSG00000171320,ESCO2,protein_coding,CTRL,2.5866976041923757
ENSG00000171320,ESCO2,protein_coding,EZH,2.167719809631419
ENSG00000171365,CLCN5,protein_coding,CTRL,0.9586600734276184
ENSG00000171365,CLCN5,protein_coding,EZH,1.0414162783695384
ENSG00000171368,TPPP,protein_coding,CTRL,0.28206927295328477
ENSG00000171368,TPPP,protein_coding,EZH,0.3020608648429228
ENSG00000171388,APLN,protein_coding,CTRL,0.8798517262692361
ENSG00000171388,APLN,protein_coding,EZH,0.8015028052886386
ENSG00000171408,PDE7B,protein_coding,CTRL,0.03041486108256378
ENSG00000171408,PDE7B,protein_coding,EZH,0.01346334882172807
ENSG00000171421,MRPL36,protein_coding,CTRL,3.368450463717552
ENSG00000171421,MRPL36,protein_coding,EZH,3.558379865701572
ENSG00000171425,ZNF581,protein_coding,CTRL,4.903191134537128
ENSG00000171425,ZNF581,protein_coding,EZH,4.840562431829149
ENSG00000171428,NAT1,protein_coding,CTRL,1.1353406618371151
ENSG00000171428,NAT1,protein_coding,EZH,1.1152573259839869
ENSG00000171443,ZNF524,protein_coding,CTRL,2.3285712263219445
ENSG00000171443,ZNF524,protein_coding,EZH,2.556644056248901
ENSG00000171444,MCC,protein_coding,CTRL,0.02361221227196349
ENSG00000171444,MCC,protein_coding,EZH,0.10345682942239838
ENSG00000171448,ZBTB26,protein_coding,CTRL,2.221528578763215
ENSG00000171448,ZBTB26,protein_coding,EZH,2.25086311628039
ENSG00000171453,POLR1C,protein_coding,CTRL,3.716947904553231
ENSG00000171453,POLR1C,protein_coding,EZH,3.962295234295951
ENSG00000171456,ASXL1,protein_coding,CTRL,3.693094545028761
ENSG00000171456,ASXL1,protein_coding,EZH,3.663842964610671
ENSG00000171462,DLK2,protein_coding,CTRL,0.18378686193104848
ENSG00000171462,DLK2,protein_coding,EZH,0.23189717846157873
ENSG00000171466,ZNF562,protein_coding,CTRL,1.8185539191690483
ENSG00000171466,ZNF562,protein_coding,EZH,1.7061057981559964
ENSG00000171467,ZNF318,protein_coding,CTRL,3.2158400377427454
ENSG00000171467,ZNF318,protein_coding,EZH,3.039867848965429
ENSG00000171469,ZNF561,protein_coding,CTRL,2.493186537107611
ENSG00000171469,ZNF561,protein_coding,EZH,2.013139987015951
ENSG00000171475,WIPF2,protein_coding,CTRL,2.562797688620932
ENSG00000171475,WIPF2,protein_coding,EZH,2.4439272570371062
ENSG00000171488,LRRC8C,protein_coding,CTRL,2.7963246039526664
ENSG00000171488,LRRC8C,protein_coding,EZH,2.255653986516432
ENSG00000171490,RSL1D1,protein_coding,CTRL,5.629441661673673
ENSG00000171490,RSL1D1,protein_coding,EZH,5.626629675369935
ENSG00000171492,LRRC8D,protein_coding,CTRL,4.120045050353813
ENSG00000171492,LRRC8D,protein_coding,EZH,3.885194529844396
ENSG00000171497,PPID,protein_coding,CTRL,3.811481998718645
ENSG00000171497,PPID,protein_coding,EZH,3.730348087214343
ENSG00000171503,ETFDH,protein_coding,CTRL,2.437599802040837
ENSG00000171503,ETFDH,protein_coding,EZH,2.4031290152459523
ENSG00000171522,PTGER4,protein_coding,CTRL,2.786656307936115
ENSG00000171522,PTGER4,protein_coding,EZH,3.2736054088187534
ENSG00000171530,TBCA,protein_coding,CTRL,3.560845952623217
ENSG00000171530,TBCA,protein_coding,EZH,3.632635454671701
ENSG00000171532,NEUROD2,protein_coding,CTRL,0.00583926738547817
ENSG00000171532,NEUROD2,protein_coding,EZH,0.008557304765772
ENSG00000171540,OTP,protein_coding,CTRL,0.02440877111883694
ENSG00000171540,OTP,protein_coding,EZH,0.00600561606234311
ENSG00000171552,BCL2L1,protein_coding,CTRL,3.2082735587684548
ENSG00000171552,BCL2L1,protein_coding,EZH,3.004628100804262
ENSG00000171566,PLRG1,protein_coding,CTRL,3.9100924044628873
ENSG00000171566,PLRG1,protein_coding,EZH,3.577773830982746
ENSG00000171574,ZNF584,protein_coding,CTRL,3.029113173629582
ENSG00000171574,ZNF584,protein_coding,EZH,3.211350597209461
ENSG00000171603,CLSTN1,protein_coding,CTRL,4.959657926047726
ENSG00000171603,CLSTN1,protein_coding,EZH,4.872664532150476
ENSG00000171604,CXXC5,protein_coding,CTRL,2.5083122391481014
ENSG00000171604,CXXC5,protein_coding,EZH,3.3306956398574803
ENSG00000171606,ZNF274,protein_coding,CTRL,2.246661505156243
ENSG00000171606,ZNF274,protein_coding,EZH,2.2115968367205863
ENSG00000171608,PIK3CD,protein_coding,CTRL,4.959823282073159
ENSG00000171608,PIK3CD,protein_coding,EZH,4.881863838677938
ENSG00000171612,SLC25A33,protein_coding,CTRL,2.3907669279619266
ENSG00000171612,SLC25A33,protein_coding,EZH,2.2759404716234624
ENSG00000171617,ENC1,protein_coding,CTRL,0.8486804807896342
ENSG00000171617,ENC1,protein_coding,EZH,1.2088241107499051
ENSG00000171621,SPSB1,protein_coding,CTRL,0.02139417890572421
ENSG00000171621,SPSB1,protein_coding,EZH,0.14286338191590028
ENSG00000171631,P2RY6,protein_coding,CTRL,0.08905173382507722
ENSG00000171631,P2RY6,protein_coding,EZH,0.1410869868371405
ENSG00000171634,BPTF,protein_coding,CTRL,3.2007865770419968
ENSG00000171634,BPTF,protein_coding,EZH,3.099054857422624
ENSG00000171658,NMRAL2P,transcribed_unprocessed_pseudogene,CTRL,0.05454565302772229
